,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1049,honda city,Hyderabad,2012,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25
1050,ford ecosport,Coimbatore,2018,18385,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,12.41
1058,maruti wagon,Delhi,2016,22000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.7
1059,hyundai santro,Hyderabad,2010,58163,Petrol,Manual,First,18.822213351075625,1086.0,62.0,5.0,2.45
1062,hyundai i10,Delhi,2012,51000,Petrol,Manual,Second & Above,19.81,1086.0,68.05,5.0,2.2
1064,hyundai i10,Kolkata,2009,43002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.92
1067,hyundai grand,Kolkata,2013,29000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.2
1074,honda city,Kochi,2016,47681,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,8.73
1075,maruti alto,Hyderabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.7
1081,hyundai i20,Bangalore,2010,61000,Petrol,Manual,Second & Above,17.0,1197.0,80.0,5.0,3.25
1085,hyundai creta,Kochi,2016,36855,Petrol,Manual,Second & Above,15.29,1591.0,121.3,5.0,8.77
1086,hyundai i10,Kochi,2013,46821,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.42
1087,chevrolet beat,Kolkata,2015,120000,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.5
1091,hyundai i10,Mumbai,2011,64984,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.45
1092,maruti alto,Pune,2015,73204,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.3
1095,hyundai eon,Hyderabad,2013,17729,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.65
1098,maruti wagon,Kolkata,2015,14000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.8
1099,hyundai i20,Chennai,2012,50000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.0
1100,honda city,Delhi,2014,62505,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.95
1105,maruti wagon,Coimbatore,2008,53934,Petrol,Manual,Second & Above,18.9,998.0,67.1,5.0,2.69
1107,honda amaze,Kolkata,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2.75
1108,maruti alto,Mumbai,2016,24000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.8
1109,hyundai verna,Mumbai,2016,52001,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.45
1111,maruti swift,Pune,2013,32953,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.65
1112,hyundai eon,Jaipur,2014,18000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
1119,skoda superb,Pune,2009,108000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.35
1122,honda city,Kochi,2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.19
1124,hyundai i10,Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,2.99
1136,volkswagen vento,Pune,2012,67200,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.9
1139,hyundai grand,Delhi,2017,8471,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.0
1144,mercedes-benz e-class,Kochi,2016,35939,Petrol,Manual,First,12.3,1796.0,185.0,5.0,30.42
1149,honda amaze,Kochi,2016,51672,Petrol,Manual,First,19.5,1199.0,88.76,5.0,5.68
1150,skoda superb,Mumbai,2015,56073,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,13.25
1152,maruti wagon,Chennai,2013,79000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.0
1153,hyundai santro,Kolkata,2007,43206,Petrol,Manual,First,17.0,1086.0,123.95847826488415,5.0,0.99
1154,toyota corolla,Mumbai,2010,70200,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,5.0
1155,maruti swift,Delhi,2016,42000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,4.75
1156,volkswagen polo,Bangalore,2014,62000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.35
1157,hyundai grand,Hyderabad,2017,20000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.98
1159,hyundai grand,Kochi,2018,50234,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.77
1160,maruti baleno,Delhi,2016,50003,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.45
1163,tata indica,Pune,2007,108995,Petrol,Manual,First,15.3,1193.0,65.3,5.0,1.25
1165,maruti swift,Ahmedabad,2008,65000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.71
1166,hyundai xcent,Kolkata,2016,32000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,3.6
1167,hyundai i20,Ahmedabad,2010,65000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.0
1168,maruti celerio,Hyderabad,2016,21600,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.65
1170,maruti swift,Mumbai,2011,58075,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2.95
1171,volkswagen vento,Mumbai,2011,58000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.0
1173,toyota corolla,Delhi,2008,89000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,4.0
1174,honda civic,Delhi,2008,72000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.5
1175,ford ecosport,Kolkata,2017,1800,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,11.37
1177,hyundai i10,Jaipur,2013,46230,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.1
1179,hyundai i20,Jaipur,2018,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.5
1182,renault kwid,Chennai,2016,45000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.6
1185,maruti wagon,Kolkata,2012,35503,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.3
1187,hyundai verna,Mumbai,2015,40600,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,7.2
1189,honda city,Chennai,2014,30000,Petrol,Manual,Second & Above,16.8,1497.0,116.3,5.0,6.0
1190,hyundai i10,Kolkata,2010,27089,Petrol,Manual,First,16.0,1086.0,66.7,5.0,1.95
1196,maruti alto,Pune,2014,32000,Petrol,Manual,Second & Above,22.74,796.0,47.3,5.0,2.1
1198,volkswagen polo,Hyderabad,2019,1000,Petrol,Manual,First,18.78,999.0,75.0,5.0,5.68
1201,honda civic,Mumbai,2012,92000,Petrol,Manual,Second & Above,14.8,1799.0,130.2,5.0,3.35
1202,maruti alto,Kolkata,2013,56840,Petrol,Manual,First,22.74,796.0,47.3,5.0,1.55
1210,hyundai verna,Mumbai,2017,16100,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,11.6
1212,honda city,Jaipur,2011,52000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.8
1214,honda jazz,Mumbai,2016,15399,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.4
1215,volkswagen polo,Bangalore,2012,75000,Petrol,Manual,Second & Above,16.47,1198.0,73.9,5.0,3.95
1216,honda city,Delhi,2010,76752,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.57
1217,honda city,Mumbai,2005,56000,Petrol,Manual,Second & Above,17.7,1497.0,78.0,5.0,1.25
1226,toyota corolla,Delhi,2017,21000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,18.0
1229,chevrolet beat,Pune,2012,78000,Petrol,Manual,Second & Above,18.6,1199.0,79.4,5.0,2.0
1234,hyundai i10,Pune,2009,62500,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.1
1235,toyota corolla,Mumbai,2015,68000,Petrol,Automatic,Second & Above,14.28,1798.0,138.03,5.0,9.75
1236,toyota corolla,Kolkata,2014,40748,Petrol,Manual,First,14.53,1798.0,138.0,5.0,6.3
1249,maruti swift,Chennai,2014,54000,Petrol,Manual,Second & Above,16.1,1197.0,85.0,5.0,4.5
1250,hyundai i10,Kochi,2015,16900,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.87
1251,hyundai i10,Delhi,2013,62334,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.75
1252,maruti baleno,Kochi,2018,23714,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.57
1254,honda brio,Ahmedabad,2012,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.65
1256,hyundai xcent,Bangalore,2014,54000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.5
1263,honda city,Mumbai,2014,54546,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5
1266,maruti alto,Hyderabad,2012,46004,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.4
1270,honda city,Kochi,2018,22974,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.97
1271,hyundai santro,Jaipur,2009,89000,Petrol,Manual,Second & Above,18.822213351075625,999.0,123.95847826488415,5.0,1.6
1273,hyundai grand,Ahmedabad,2017,17125,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.4
1275,volkswagen polo,Bangalore,2013,37000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,5.1
1276,maruti wagon,Jaipur,2006,65000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.5
1277,honda city,Bangalore,2011,66000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.9
1278,honda civic,Mumbai,2010,86000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.9
1279,honda city,Pune,2005,98437,Petrol,Manual,First,13.0,1493.0,100.0,5.0,1.15
1280,hyundai i20,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.3
1282,volkswagen vento,Pune,2011,42000,Petrol,Automatic,Second & Above,14.4,1598.0,103.6,5.0,3.4
1283,hyundai i10,Kolkata,2009,40000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.7
1284,hyundai i20,Kolkata,2009,43000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,1.99
1285,chevrolet beat,Pune,2012,65000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.5
1287,ford figo,Hyderabad,2010,51192,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.65
1292,maruti ciaz,Delhi,2017,32000,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,9.2
1293,hyundai grand,Mumbai,2015,29631,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,4.9
1294,honda city,Delhi,2009,55005,Petrol,Manual,First,12.8,1262.5791940018744,123.95847826488415,5.279646017699115,3.2
1295,ford ecosport,Kochi,2014,54173,Petrol,Manual,First,18.88,999.0,123.24,5.0,5.55
1296,skoda octavia,Ahmedabad,2014,50000,Petrol,Automatic,First,14.7,1798.0,177.6,5.0,13.5
1298,maruti swift,Jaipur,2015,78000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,4.5
1304,hyundai i20,Delhi,2013,63777,Petrol,Manual,First,18.5,1197.0,82.9,5.0,3.67
1306,toyota etios,Delhi,2012,60000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,3.1
1315,honda city,Bangalore,2012,72000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.75
1318,honda city,Ahmedabad,2002,85000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,1.2
1321,ford fiesta,Chennai,2007,100000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,1.6
1325,maruti swift,Coimbatore,2013,59254,Petrol,Manual,Second & Above,17.5,1298.0,85.8,5.0,5.29
1327,maruti swift,Hyderabad,2015,50295,Petrol,Manual,First,16.1,1262.5791940018744,123.95847826488415,5.279646017699115,5.8
1328,maruti swift,Coimbatore,2014,47674,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.72
1329,hyundai i10,Kochi,2014,61517,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,4.39
1335,skoda rapid,Mumbai,2017,24000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,8.75
1337,honda city,Kochi,2016,54317,Petrol,Manual,First,17.4,1497.0,117.3,5.0,8.4
1338,hyundai xcent,Mumbai,2016,10200,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.99
1340,honda brio,Pune,2012,79000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.9
1344,toyota corolla,Mumbai,2008,78000,Petrol,Automatic,Second & Above,14.53,1794.0,138.1,5.0,3.41
1345,maruti baleno,Pune,2005,70000,Petrol,Manual,First,18.822213351075625,1590.0,123.95847826488415,5.0,1.3
1346,honda city,Coimbatore,2012,66245,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.68
1350,maruti sx4,Chennai,2007,62493,Petrol,Manual,First,15.0,1586.0,104.68,5.0,1.8
1351,maruti ciaz,Kochi,2015,44620,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.93
1354,hyundai santro,Kochi,2011,20842,Petrol,Manual,First,18.822213351075625,1086.0,62.0,5.0,2.78
1356,mercedes-benz new,Mumbai,2011,45000,Petrol,Automatic,Second & Above,11.74,1796.0,186.0,5.0,13.5
1358,maruti alto,Coimbatore,2012,49008,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.88
1359,maruti alto,Kolkata,2016,31000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.15
1361,maruti alto,Mumbai,2019,171,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.6
1362,maruti alto,Kolkata,2018,2100,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.6
1363,hyundai grand,Coimbatore,2018,20667,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,7.55
1367,honda city,Kochi,2016,60475,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.1
1368,hyundai grand,Kochi,2019,18453,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.17
1370,nissan micra,Kolkata,2016,31001,Petrol,Manual,First,18.44,1198.0,75.0,5.0,3.0
1372,hyundai creta,Bangalore,2017,26246,Petrol,Manual,First,15.29,1591.0,121.3,5.0,10.75
1373,maruti wagon,Jaipur,2013,62700,Petrol,Manual,Second & Above,20.51,998.0,67.04,5.0,2.85
1375,honda city,Bangalore,2016,36000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,9.45
1382,maruti wagon,Pune,2009,120000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.69
1384,maruti ritz,Mumbai,2016,62000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.2
1385,honda city,Pune,2004,115000,Petrol,Manual,Second & Above,18.822213351075625,1262.5791940018744,123.95847826488415,5.279646017699115,1.5
1387,volkswagen polo,Hyderabad,2016,60453,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.1
1389,ford figo,Mumbai,2010,69009,Petrol,Manual,Second & Above,15.6,1196.0,70.0,5.0,2.4
1393,hyundai grand,Bangalore,2018,3000,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,6.2
1396,hyundai i10,Jaipur,2010,52000,Petrol,Manual,Second & Above,19.81,1086.0,68.05,5.0,2.25
1398,honda city,Kochi,2019,5377,Petrol,Manual,First,16.8,1497.0,116.3,5.0,11.45
1401,maruti alto,Coimbatore,2010,48105,Petrol,Manual,First,19.7,796.0,46.3,5.0,3.1
1402,volkswagen polo,Mumbai,2011,46759,Petrol,Manual,First,16.47,1198.0,74.0,5.0,2.55
1410,ford ecosport,Mumbai,2017,22000,Petrol,Manual,First,18.88,999.0,123.24,5.0,7.85
1417,hyundai i20,Mumbai,2017,18673,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.22
1418,hyundai eon,Kolkata,2016,11583,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.75
1419,hyundai santro,Chennai,2007,82000,Petrol,Manual,Second & Above,18.822213351075625,1086.0,123.95847826488415,5.0,1.35
1421,maruti celerio,Delhi,2014,77000,Petrol,Manual,First,23.1,998.0,67.04,5.0,2.8
1422,chevrolet beat,Mumbai,2014,54890,Petrol,Manual,Second & Above,17.8,1199.0,76.8,5.0,2.45
1423,honda jazz,Pune,2016,21000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.35
1426,ford figo,Mumbai,2017,16000,Petrol,Automatic,First,17.01,1499.0,110.4,5.0,5.95
1429,volkswagen polo,Chennai,2014,35059,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,5.75
1432,ford figo,Coimbatore,2017,25095,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.48
1437,ford ecosport,Pune,2018,17000,Petrol,Manual,First,17.0,1497.0,121.36,5.0,9.2
1438,hyundai i20,Mumbai,2015,42575,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.05
1442,honda city,Delhi,2009,231673,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.6
1443,maruti alto,Hyderabad,2016,10000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.5
1444,nissan micra,Kochi,2016,49389,Petrol,Manual,First,19.49,1198.0,67.04,5.0,4.26
1445,maruti celerio,Chennai,2016,12000,Petrol,Automatic,Second & Above,23.1,998.0,67.04,5.0,4.25
1446,mercedes-benz new,Hyderabad,2010,65000,Petrol,Manual,Second & Above,11.7,1796.0,178.0,5.0,11.75
1448,hyundai verna,Jaipur,2015,89000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7.5
1449,hyundai i20,Chennai,2009,72000,Petrol,Automatic,Second & Above,15.0,1396.0,100.0,5.0,3.25
1450,maruti swift,Chennai,2012,49000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.9
1453,hyundai verna,Kochi,2014,35642,Petrol,Automatic,First,17.01,1591.0,121.4,5.0,6.69
1455,toyota corolla,Mumbai,2010,93000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,4.5
1460,land rover,Coimbatore,2008,69078,Petrol,Manual,First,18.822213351075625,1262.5791940018744,123.95847826488415,5.279646017699115,40.88
1471,volkswagen polo,Kolkata,2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.8
1474,maruti baleno,Coimbatore,2019,17705,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.7
1475,maruti baleno,Mumbai,2016,12000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.1
1478,maruti alto,Delhi,2015,51000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65
1479,maruti swift,Kochi,2017,42527,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.27
1484,skoda octavia,Coimbatore,2016,53211,Petrol,Manual,First,16.8,1395.0,138.02,5.0,11.64
1489,volkswagen vento,Pune,2013,57197,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.0
1491,maruti ritz,Mumbai,2014,33000,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.25
1497,toyota corolla,Kochi,2018,28321,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,17.49
1500,hyundai i20,Delhi,2014,42365,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.5
1502,mercedes-benz new,Mumbai,2011,40000,Petrol,Automatic,Second & Above,11.74,1796.0,186.0,5.0,14.5
1507,honda civic,Hyderabad,2008,95000,Petrol,Automatic,Second & Above,12.9,1799.0,130.0,5.0,3.0
1512,maruti swift,Delhi,2013,40000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25
1517,honda jazz,Kochi,2018,38593,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.17
1518,honda city,Kolkata,2015,32000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5
1522,honda brio,Coimbatore,2016,14821,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5.37
1523,volkswagen vento,Bangalore,2012,52000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,5.45
1527,hyundai i10,Chennai,2012,49000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0
1533,hyundai verna,Pune,2014,48000,Petrol,Manual,Second & Above,17.01,1591.0,121.3,5.0,5.2
1534,honda city,Coimbatore,2019,23882,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.87
1538,maruti alto,Chennai,2015,21000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.79
1540,hyundai creta,Delhi,2016,68000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.85
1551,volkswagen polo,Kolkata,2011,50000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.35
1553,volkswagen polo,Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.9
1554,maruti ritz,Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.9
1560,maruti swift,Chennai,2012,42000,Petrol,Manual,Second & Above,18.6,1197.0,85.8,5.0,4.5
1563,maruti alto,Coimbatore,2010,59136,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.96
1567,maruti wagon,Kochi,2011,36411,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.08
1569,honda city,Pune,2016,27300,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.0
1571,maruti wagon,Pune,2011,71000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.6
1579,hyundai grand,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.75
1580,hyundai i10,Mumbai,2008,62000,Petrol,Manual,Second & Above,20.36,1197.0,78.9,5.0,1.65
1585,maruti wagon,Kochi,2013,36716,Petrol,Manual,First,18.9,1061.0,67.0,5.0,3.02
1586,hyundai eon,Coimbatore,2013,65060,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.32
1587,honda brio,Delhi,2013,33000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.24
1588,maruti alto,Kolkata,2015,11110,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.35
1590,honda city,Mumbai,2015,27030,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.75
1591,skoda rapid,Mumbai,2015,19600,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.15
1592,maruti swift,Pune,2016,27755,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.45
1593,hyundai eon,Hyderabad,2013,20000,Petrol,Manual,Second & Above,21.1,814.0,55.2,5.0,2.3
1594,maruti swift,Kochi,2015,24782,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.21
1595,nissan micra,Coimbatore,2014,47303,Petrol,Automatic,First,19.34,1198.0,76.0,5.0,5.21
1600,honda city,Kochi,2016,36367,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.73
1601,honda city,Bangalore,2015,38000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.8
1607,hyundai i20,Chennai,2011,32200,Petrol,Manual,Second & Above,17.0,1197.0,80.0,5.0,3.25
1608,maruti wagon,Jaipur,2016,68630,Petrol,Automatic,First,20.51,998.0,67.0,5.0,3.87
1610,maruti ciaz,Mumbai,2018,32644,Petrol,Manual,First,20.73,1373.0,91.1,5.0,9.28
1613,maruti ciaz,Kochi,2016,40347,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.8
1615,honda jazz,Kochi,2018,18664,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.56
1617,hyundai i20,Bangalore,2012,52237,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5
1619,hyundai i10,Delhi,2011,54000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.2
1620,maruti celerio,Bangalore,2014,49800,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.0
1623,hyundai i10,Pune,2008,68000,Petrol,Manual,Second & Above,16.0,1086.0,66.7,5.0,2.0
1624,hyundai i10,Jaipur,2010,81402,Petrol,Manual,Second & Above,20.36,1197.0,78.9,5.0,2.1
1625,ford ecosport,Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,6.25
1629,maruti swift,Pune,2010,54898,Petrol,Manual,Second & Above,16.1,1298.0,88.2,5.0,2.5
1630,hyundai creta,Mumbai,2018,2500,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.75
1634,maruti ciaz,Kochi,2015,46601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.84
1646,volkswagen polo,Coimbatore,2011,44748,Petrol,Manual,Second & Above,16.47,1198.0,73.9,5.0,4.89
1650,honda city,Pune,2014,43772,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.35
1651,hyundai grand,Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.08
1654,mercedes-benz new,Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.15
1655,skoda superb,Delhi,2014,80000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.75
1658,hyundai verna,Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7.78
1660,honda city,Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,2.99
1661,hyundai i10,Kolkata,2013,21000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.35
1663,maruti wagon,Delhi,2012,45631,Petrol,Manual,Second & Above,22.5,998.0,67.04,5.0,2.74
1664,honda brio,Jaipur,2013,53959,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.5
1665,hyundai i20,Kochi,2014,55804,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.76
1666,volkswagen vento,Kochi,2016,25899,Petrol,Manual,First,15.04,1598.0,103.2,5.0,6.2
1669,renault duster,Pune,2013,20000,Petrol,Manual,First,13.24,1598.0,102.57,5.0,6.0
1670,hyundai eon,Hyderabad,2017,31829,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.65
1671,maruti swift,Coimbatore,2016,18094,Petrol,Manual,Second & Above,18.6,1197.0,85.8,5.0,6.26
1674,hyundai i20,Coimbatore,2018,22684,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.8
1675,honda brio,Bangalore,2014,43521,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25
1676,maruti swift,Kochi,2014,49386,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.86
1677,hyundai grand,Delhi,2017,12248,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.9
1679,volkswagen polo,Delhi,2015,60007,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,4.5
1680,maruti alto,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.22
1682,hyundai grand,Delhi,2016,81605,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.53
1684,hyundai verna,Pune,2014,34200,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,6.5
1692,hyundai grand,Kochi,2018,10393,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.03
1693,skoda superb,Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.9
1694,hyundai i10,Chennai,2013,21000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.96
1697,honda brio,Mumbai,2013,63107,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25
1698,hyundai i20,Jaipur,2017,58500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.25
1704,honda amaze,Pune,2018,1700,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,7.8
1705,hyundai i10,Kochi,2013,34697,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.7
1706,hyundai i20,Hyderabad,2012,58000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.0
1709,maruti swift,Kochi,2017,37124,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.44
1710,maruti baleno,Delhi,2017,44000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6.2
1712,maruti ritz,Mumbai,2016,11000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.95
